latitude,longitude,biomass_accumulation,geological_pressure,subduction_proximity,rift_proximity,temperature_gradient,cap_rock_probability,porosity_index,has_oil,reserve_size,is_test_reserve,reserve_name
-90.0,-180.0,0.04967285083634091,0.0,0.0587933258253907,0.0,0.09346799905785569,0.0,0.5193489999412757,0,0.0,False,
-88.5,-180.0,0.0,0.0,0.0,0.0,0.0,0.2607359356122134,0.3468802933316636,0,0.0,False,
-87.0,-180.0,0.06477171585893117,0.1086856583575508,0.09628750112612935,0.0,0.03273836623319774,0.3408272355413995,0.28268868853063434,0,0.0,False,
-85.5,-180.0,0.1523069966294388,0.27972095211887926,0.0,0.0,0.10373389231135516,0.24173672649650324,0.5412751240818487,0,0.0,False,
-84.0,-180.0,0.0,0.15557120398711882,0.0,0.13362422077494102,0.08301524055156421,0.14428611797916674,0.5218326629154836,0,0.0,False,
-82.5,-180.0,0.0,0.0,0.06628466931957536,0.05616648561903331,0.0,0.1426796459219531,0.15434475105015144,0,0.0,False,
-81.0,-180.0,0.15793199540563163,0.27474231110953906,0.05815713240422098,0.0,0.0,0.2653274265990838,0.37497847891051433,0,0.0,False,
-79.5,-180.0,0.07675819042252774,0.0,0.05999468057192451,0.005061608112197299,0.243377150065268,0.07219454002935678,0.3088424380943463,0,0.0,False,
-78.0,-180.0,0.0,0.0,0.1409242104488149,0.0,0.17679207159949556,0.012579332405117646,0.0026401420215637905,0,0.0,False,
-76.5,-180.0,0.05428336314550515,0.11648065690770204,0.0,0.0,0.09929318584077565,0.25486355985022396,0.49323189304409126,0,0.0,False,
-75.0,-180.0,0.0,0.0,0.0,0.0,0.0,0.07143005664062854,0.5535215680062024,0,0.0,False,
-73.5,-180.0,0.0,0.31392853861281933,0.05612553669062314,0.08766625181178306,0.10314424079575553,0.0,0.2852684412862989,0,0.0,False,
-72.0,-180.0,0.02426301611367908,0.21841469033743566,0.08134121750021313,0.101314333853733,0.19923834162090415,0.02067256962628765,0.32357961262568247,0,0.0,False,
-70.5,-180.0,0.0,0.09705059585408836,0.06550928663149842,0.0,0.0,0.4100978085163751,0.27569426923413837,0,0.0,False,
-69.0,-180.0,0.0,0.0,0.2708693179288908,0.11190414522634853,0.2765781770066702,0.3585821988717828,0.41013743747532233,0,0.0,False,
-67.5,-180.0,0.0,0.0,0.0,0.21026833363785546,0.18134465839677297,0.37432790632454604,0.35723022050495035,0,0.0,False,
-66.0,-180.0,0.0,0.11856302546445327,0.03692071784237474,0.0,0.05949844415156048,0.48622812527572873,0.3188144798405532,0,0.0,False,
-64.5,-180.0,0.031692211375525955,0.0,0.0,0.0,0.0,0.042679863691715586,0.4939697154609499,0,0.0,False,
-63.0,-180.0,0.0,0.0,0.06213815435423731,0.0,0.0,0.3051378760517791,0.510357050264858,0,0.0,False,
-61.5,-180.0,0.0,0.13655757747164732,0.037582363625106,0.11687022372870426,0.1587344036991211,0.06538988518757743,0.4098716945322495,0,0.0,False,
-60.0,-180.0,0.14714401313302372,0.34352596024046145,0.8482397292416644,0.13159946318699647,0.401717333018627,0.10962995927189273,0.2149237460001571,0,0.0,False,
-58.5,-180.0,0.0,0.4998637066530683,0.9387801611164259,0.0,0.7630104576394507,0.33755040115804474,0.06463880585877729,0,0.0,False,
-57.0,-180.0,0.007698153948325716,0.19294307871548355,0.9083468977616156,0.0,0.38013495477945086,0.12228224571483934,0.0,0,0.0,False,
-55.5,-180.0,0.0,0.308422986663202,0.9128195636260804,0.02429803680866535,0.35234587410851437,0.0,0.13834271473472962,0,0.0,False,
-54.0,-180.0,0.0,0.3743111091485859,1.0,0.0,0.5935520382200873,0.05967568518085155,0.0,0,0.0,False,
-52.5,-180.0,0.012991173599232334,0.5374262807872027,1.0,0.011915054232793107,0.5222958145601106,0.0,0.0,0,0.0,False,
-51.0,-180.0,0.0,0.34488163462406946,0.7086209828742872,0.0,0.33889575289682455,0.15709776644960344,0.0,0,0.0,False,
-49.5,-180.0,0.04051826028518111,0.5012468669275175,1.0,0.019172745387621867,0.5677204026364754,0.2716847187029808,0.0,0,0.0,False,
-48.0,-180.0,0.0,0.34691577932876505,0.9642473990129636,0.0,0.43829729114566496,0.36951085967502734,0.0,0,0.0,False,
-46.5,-180.0,0.0,0.3704074841827272,0.8258325859728838,0.035887803883219466,0.40822826881277274,0.3202495198716895,0.07902800028229269,0,0.0,False,
-45.0,-180.0,0.0,0.6375992261679223,0.8637420326943122,0.11364021532302404,0.5901682752388951,0.46543184232431856,0.13620639987243421,0,0.0,False,
-43.5,-180.0,0.19192229288398371,0.4310036075708512,0.9882062836138954,0.0,0.6645147727103475,0.19402199112705437,0.11450095114034167,0,0.0,False,
-42.0,-180.0,0.006765831586111733,0.5692857613609671,0.9050535679549966,0.012573746104521845,0.5210678920518483,0.0,0.2209665985050597,0,0.0,False,
-40.5,-180.0,0.0,0.4498404171787527,0.8951003654414807,0.0,0.4752538341048785,0.4064529984093271,0.21825053266878486,0,0.0,False,
-39.0,-180.0,0.09400365974001504,0.4388698744558135,0.8313345357110062,0.05203204247585369,0.6034885931270986,0.004813819626089899,0.042043723457974684,0,0.0,False,
-37.5,-180.0,0.0,0.2673715751384823,0.8240905805678174,0.09270042577973685,0.26825903405680424,0.3454517363404381,0.0,0,0.0,False,
-36.0,-180.0,0.03755922328392047,0.30811193256227265,0.8034304409896326,0.16408831352538455,0.5752578531048247,0.0,0.0,0,0.0,False,
-34.5,-180.0,0.0,0.33920324628630805,0.8490086557017258,0.0,0.5090024137525324,0.1784061366385074,0.0,0,0.0,False,
-33.0,-180.0,0.0,0.4274918389168287,0.8871483211806821,0.05285188508172683,0.5260024854213204,0.0,0.0,0,0.0,False,
-31.5,-180.0,0.04683355608602112,0.5779932902922771,0.9354457303500526,0.0,0.513007455446657,0.2540533823656269,0.011162673542407943,0,0.0,False,
-30.0,-180.0,0.10546642536810034,0.4893372513061259,0.817696002211756,0.03911584577138974,0.5016407224187989,0.1218093490114216,0.0,0,0.0,False,
-28.5,-180.0,0.053782028980994045,0.45802899540246245,0.9755517115751011,0.0,0.49804235578989275,0.2202219808701321,0.17220417812201855,0,0.0,False,
-27.0,-180.0,0.030692698037489457,0.4619556249316459,0.8092082129867324,0.050054068366815176,0.5183734863984832,0.0,0.2274022917971421,0,0.0,False,
-25.5,-180.0,0.018375988180672882,0.5362174442603477,0.9768895168317828,0.04309630412382609,0.554069982007612,0.025059600554283884,0.04327790706057435,0,0.0,False,
-24.0,-180.0,0.0,0.5467204228794765,0.8133989406172171,0.008302750652872665,0.602586876450484,0.0,0.0,0,0.0,False,
-22.5,-180.0,0.0,0.24195517866422284,1.0,0.0,0.4356448507780546,0.35480553099754764,0.0,0,0.0,False,
-21.0,-180.0,0.025014450508657776,0.42770035394542943,0.9648320212719383,0.01619284178575144,0.5052947877533879,0.0,0.22183550884486108,0,0.0,False,
-19.5,-180.0,0.18565271196594882,0.7826327721749473,0.9841026798330708,0.09385593829046479,0.7621432458517998,0.31356192667673466,0.15861522489759702,0,0.0,False,
-18.0,-180.0,0.12382101278581234,0.3516388171706568,0.8827998031389274,0.02674917766756566,0.5434356086162111,0.12389720530333055,0.07377150336344625,0,0.0,False,
-16.5,-180.0,0.0,0.4611469335673439,0.9607114492784975,0.07905220142582796,0.5850109527785847,0.0,0.2201601410829417,0,0.0,False,
-15.0,-180.0,0.1427722292909122,0.5385911828632126,0.7747841769367542,0.0,0.4402402435407364,0.018976718651602942,0.13481075656544092,0,0.0,False,
-13.5,-180.0,0.08315812347736451,0.43152516029139987,0.8023946949568134,0.0064211900436212015,0.43491288453149657,0.10318611607627147,0.09192948900248149,0,0.0,False,
-12.0,-180.0,0.06576521983628646,0.7412295735255329,0.869264994924749,0.0,0.8518903165450908,0.20215362427332706,0.3546241343663369,0,0.0,False,
-10.5,-180.0,0.20682869743031063,0.6209883292744297,1.0,0.07774828076740123,0.7309685965209239,0.20395131592489113,0.0,0,0.0,False,
-9.0,-180.0,0.26128767946250964,0.8857019043616547,1.0,0.053096295495321015,0.7436076198796785,0.4541960685618096,0.0,0,0.0,False,
-7.5,-180.0,0.26406285933089674,0.662094368251379,0.6763461001521647,0.0,0.4626285806141116,0.2626118421033506,0.5842723851692262,0,0.0,False,
-6.0,-180.0,0.09986616593306098,0.5989313161441085,0.8013934411880176,0.01536255506699516,0.6603558995353735,0.2429415462839346,0.0,0,0.0,False,
-4.5,-180.0,0.16570063871293067,0.4959772846312975,0.8913209670708669,0.0,0.29836620754180043,0.1382876271710038,0.06166549983789958,0,0.0,False,
-3.0,-180.0,0.2424292409616657,0.5590293414746695,1.0,0.03922157171098757,0.6702638773757333,0.18272998257561507,0.0,0,0.0,False,
-1.5,-180.0,0.3192450591899192,0.7667981768892644,0.9244189027323803,0.03485260884400936,0.6363392556967109,0.2530794229782508,0.048019925005004724,0,0.0,False,
0.0,-180.0,0.18572281113689243,0.6627328675545526,0.6462618805746763,0.00683780222160805,0.4866046130289686,0.320320126958459,0.14389097660984573,0,0.0,False,
1.5,-180.0,0.22644004711305155,0.7208500976792195,0.7827345402085061,0.0,0.6564034668111869,0.23845025089061878,0.25540672284246513,0,0.0,False,
3.0,-180.0,0.14500963928926056,0.6225094544745948,0.9720068922780517,0.1484876194924392,0.8242154754084563,0.45695510950894414,0.05139206222473224,0,0.0,False,
4.5,-180.0,0.145791109074978,0.36616974820936965,0.9204097330152297,0.10555350669993963,0.5422378871179098,0.0007715718793708248,0.0,0,0.0,False,
6.0,-180.0,0.3554319378207883,0.6133902487497683,0.9134919849517099,0.008944804217708834,0.5518513416446471,0.43555993917992336,0.026433227657863066,0,0.0,False,
7.5,-180.0,0.417447921701125,0.9114497702832043,1.0,0.05187562544073385,0.6115479325795503,0.2474420839766524,0.0,0,0.0,False,
9.0,-180.0,0.28103581958766355,0.3810588508596302,0.8653829517358848,0.060114255134930586,0.4860417353083558,0.40618607126442974,0.12205866753399798,0,0.0,False,
10.5,-180.0,0.39367866094720333,0.8088340149836032,0.9698801375634459,0.0,0.7849917287848064,0.2831167873156185,0.09888162586654958,0,0.0,False,
12.0,-180.0,0.3331785526295138,0.6997608272432339,1.0,0.1242113509967707,0.6524238562982817,0.22537783991765534,0.0,0,0.0,False,
13.5,-180.0,0.2347389612587256,0.7652284491278345,0.9224439453205953,0.0,0.4106274545395233,0.3185146085184316,0.0,0,0.0,False,
15.0,-180.0,0.3361395605508414,0.7814048263512864,0.810562236171178,0.0,0.4568270915537142,0.18959114871977695,0.4022557632173399,0,0.0,False,
16.5,-180.0,0.453054593365835,0.7128466327363987,0.8573492139547255,0.0,0.5122100371935564,0.21180629119681654,0.11993927600212177,0,0.0,False,
18.0,-180.0,0.29343234621375525,0.5783433712257546,0.8096765054328996,0.0335754679073058,0.44316650691637527,0.43013213486692514,0.039578470273385874,0,0.0,False,
19.5,-180.0,0.44978973673940154,0.7314142684419833,0.6758985875545223,0.013317226103123428,0.5609146550753046,0.2386931904543763,0.26432102493828336,0,0.0,False,
21.0,-180.0,0.02626232133672246,0.5580193141749721,0.8209451164957938,0.007273894068096015,0.5459098188877368,0.2591439196729404,0.28926015554951123,0,0.0,False,
